,SMILES,hit_inh,hit_kill
4917,CN1CCN(CC1)C1=Nc2ccccc2Nc2sc(C)cc12 |t:8|,0,0
4918,Oc1ccc(NC(=O)CCCc2ccc(cc2)-c2ccccc2F)cc1,0,0
4919,CNC[C@@H](O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1 |&1:3|,0,0
4920,"CN(C)[C@H]1CCCN(C(=O)c2ccc(NC(=O)c3ccccc3C)cc2)c2ccccc12 |&1:3,r|",0,0
4921,CC(=O)Nc1ccc(Cc2ccc(NC(C)=O)cc2)cc1,0,0
4922,[O-][N+]1=C(C(=O)c2ccccc12)c1ccccn1 |t:1|,0,0
4923,Cc1ccc(cc1)S(=O)(=O)Nc1nc2ccccc2nc1Nc1ccc2nsnc2c1,0,0
4924,CCc1cc2N(Cc3ccc(cc3)-c3ccccc3-c3nn[nH]n3)C(=O)CCc2c(CC)n1,0,0
4925,CN(C)CCSc1nc2ccccc2cc1-c1ccccc1,0,0
4926,OC(C1CCN(CC1)C(=O)Oc1ccc(cc1)[N+]([O-])=O)(c1ccc2OCOc2c1)c1ccc2OCOc2c1,0,0
4927,O=C(NCCCCCCNC(=O)ON=C1CCCCC1)ON=C1CCCCC1,0,0
4928,O=C(NC1CC1)c1cc(on1)-c1cccs1,0,0
4929,CC(C)(C)NC[C@@H](O)c1cc(Cl)c(N)c(Cl)c1 |r|,0,0
4930,CCOc1ccc(NC(C)=Nc2ccc(OCC)cc2)cc1,0,0
4931,C[C@H]1CN(Cc2ccc(CC(=O)N3CCC(CC3)Nc3cccc(F)c3)cc2)CCN1,0,0
4932,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,0,0
4933,C[N@+]12CCCC[C@@H]1CCC(C2)=C(c1cccs1)c1cccs1,0,0
4934,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13)N(C)C(=O)c1ccccc1,0,0
4935,Fc1ccc(cc1)C(N1CCN(CC1)c1nc(NCC=C)nc(NCC=C)n1)c1ccc(F)cc1,0,0
4936,COc1ccc(Nc2ccn(n2)-c2ccccc2)cc1,0,0
4937,COc1ccnc2[nH]cc(C(=O)C(=O)N3CCN(C[C@H]3C)C(=O)c3ccccc3)c12,0,0
4938,"CCCCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CO |c:19,t:15|",0,0
4939,CC(=O)NCCc1c(Cc2ccccc2)[nH]c2ccccc12,0,0
4940,Cc1noc2[C@H](CC(N)=O)N=C(c3ccc(Cl)cc3)c3ccccc3-c12 |t:10|,0,0
4941,OCC(=O)CO,0,0
4942,CN(C1CCCCC1)C(=O)n1cnc(c1)-c1ccc[n+]([O-])c1,0,0
4943,CCCOc1ccn2c(cc(-c3ccccc3S(C)(=O)=O)c2c1)C(C)=O,0,0
4944,CC(C)(O)c1ccccc1-c1ccc2nc(\C=C\c3ccc(cc3)C(F)(F)F)[nH]c2c1,0,0
4945,"CC(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O |&1:4,r|",0,0
4946,"CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@@H]12 |c:13,t:11|",0,0
4947,Oc1c(Br)cc(Br)c2cccnc12,0,0
4948,OC(=O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O,0,0
4949,"CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@]1(C)CCc2c(C)c(O)c(C)c(C)c2O1 |&1:6,&2:11,&3:16,r|",0,0
4950,COCCn1c(C)[n+](Cc2cnccn2)c2c1C(=O)c1ccccc1C2=O,0,0
4951,Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,0,0
4952,C1CCC(CC1)Nc1nc(Oc2ccccc2)nc2nc[nH]c12,0,0
4953,CC(C)c1ccc(NC(=O)c2cccs2)c(c1)-c1nc2ccccc2[nH]c1=O,0,0
4954,C(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,0,0
4955,CSCC[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(C)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(N)=O,0,0
4956,"CC[C@@H](C)[C@@H](CC)C(N)=O |&1:2,&2:4,r|",0,0
4957,CC[N+](CC)(CC)CC[C@@](O)(C1CCCCC1)c1ccccc1 |&1:9|,0,0
4958,NCCS,0,0
4959,COc1cc(OC)cc(c1)C(=O)NNC(=O)Nc1cccc2ccccc12,0,0
4960,COC(=O)CN1CN(c2ccccc2)C2(CCN(Cc3cccc4ccccc34)CC2)C1=O,0,0
4961,NN=C(N)N,0,0
4962,CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@](C1)(C(C)C)C(=O)N1CCc2ncc(cc2C1)C(F)(F)F,0,0
4963,Cc1cccc(C)c1NC(=O)c1ccc(N)cc1,0,0
4964,COC(=O)OC[C@H]1O[C@@H](Oc2cc(C)cc(O)c2C(=O)CCc2ccc3occc3c2)[C@H](O)[C@@H](O)[C@@H]1O,0,0
4965,"Cc1nnc(o1)-c1ccc2occ(-c3ccc(cc3)[S@](C)=O)c2c1 |&1:19,r|",0,0
4966,"CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C |&1:9,r|",0,0
4967,CNCc1ccc(cc1)-c1cc(on1)-c1nc(cnc1N)-c1ccc(cc1)S(=O)(=O)C(C)C,0,0
4968,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1,0,0
4969,OC(=O)CCC(=O)Nc1ccc(cc1)S(=O)(=O)Nc1nccs1,0,0
4970,CCC1(CC)C(=O)NC=CC1=O |c:8|,0,0
4971,C(NC(c1ccccc1)(c1ccccc1)c1ccccc1)c1cccnc1,0,0
4972,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c1ccc(Cl)c(Cc2ccc(O[C@H]3CCOC3)cc2)c1,0,0
4973,NC(=O)C([C@@H]1CCN(CCc2ccc3OCCc3c2)C1)(c1ccccc1)c1ccccc1,0,0
4974,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(\CO)=N\NC(=O)CCCCCN1C(=O)C=CC1=O |c:55|,0,0
4975,CN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,0,0
4976,COc1cccc2n(C)c(=O)c(C(=O)N(C)c3ccc(cc3)C(F)(F)F)c(O)c12,0,0
4977,CCC(CC)O[C@@H]1C=C(C[C@H](N)[C@H]1NC(C)=O)C(O)=O |c:7|,0,0
4978,COC(=O)c1ccc2n(CCCc3ccccc3)c(NC(=O)c3ccccc3)nc2c1,0,0
4979,C[C@@H]1O[C@@H]1P(O)(O)=O,0,0
4980,COc1ncnc(Cn2cc(C(=O)NCCO)c3ncc(C)cc23)c1C,0,0
4981,O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)C(=O)COP(O)(O)=O,0,0
4982,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,0,0
4983,Nc1cc2c3ccccc3ccc2c2ccccc12,0,0
4984,"Cc1ccc(Cl)c(OC[C@@H](O)CNC(C)(C)C)c1 |&1:9,r|",0,0
4985,"CO[C@H]1CC=C2CCN3CCC4=C(CC(=O)OC4)[C@]23C1 |t:4,11|",0,0
4986,Nc1ncnc2n(cc(-c3cccc(OCc4ccccc4)c3)c12)[C@H]1C[C@H](CN2CCCC2)C1 |r|,0,0
4987,Fc1ccc2c(c1)nc(NNC(=O)c1cnccn1)c1cccn21,0,0
4988,Cc1cccc(CN2CCN(CC2)[C@@H](c2ccccc2)c2ccc(Cl)cc2)c1 |&1:13|,0,0
4989,C[C@@]12C[C@H]3C[C@@](C)(C1)C[C@](N)(C3)C2,0,0
4990,Cc1ccc(NC(=O)c2ccnc(c2)C(F)(F)F)cc1-c1cc(OCCO)nc(c1)N1CCOCC1,0,0
4991,CC[C@H]1C[N@@]2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,0,0
4992,Oc1cc(O)c2cc(O)c([o+]c2c1)-c1cc(O)c(O)c(O)c1,0,0
4993,CN[C@H](C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1,0,0
4994,CN1CCN(Cc2ccc(cc2C(F)(F)F)C(=O)Nc2cnc(C)c(Nc3nccc(n3)-c3cccnc3)c2)CC1,0,0
4995,CC(C)C(C)(C)C,0,0
4996,OC(=O)C1=CCCN(CCOC(c2ccc(cc2)C(F)(F)F)c2ccc(cc2)C(F)(F)F)C1 |t:3|,0,0
4997,Cc1ccc(Cc2cc3c(ncn([C@H]4CCCC[C@@H]4O)c3=O)c3ccccc23)cn1,0,0
4998,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,0,0
4999,[H][C@@]1(C[C@](C)(N)[C@H](O)[C@H](C)O1)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1Oc1c2Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@H](N)CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@]3([H])c(c2)cc1Oc1ccc(cc1Cl)[C@@H](O)[C@]1([H])NC(=O)[C@]([H])(NC3=O)c2ccc(O)c(c2)-c2c(O)cc(O)cc2[C@]([H])(NC1=O)C(O)=O,0,0
5000,CN(C)C\C=C\C(=O)N1CCCC[C@H](C1)n1c(NC(=O)c2ccnc(C)c2)nc2cccc(Cl)c12,0,0
5001,CC(C)(C(O)=O)c1ccc(cc1)[C@@H](O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1 |&1:12|,0,0
5002,COC1(C[S@@](=O)c2ccccc2)CCN(CCc2c[nH]c3ccc(F)cc23)CC1,0,0
5003,ClCCN[P@@]1(=O)OCCCN1CCCl |r|,0,0
5004,"[H][C@]12[C@@H](CCN1C(=O)c1coc(CC(=O)C[C@H](O)\C=C(/C)\C=C/CNC(=O)\C=C\[C@@H](C)[C@@H](OC2=O)C(C)C)n1)S(=O)(=O)CCN(CC)CC |c:19,22,t:28|",0,0
5005,Nc1nc(N)c(SC#N)cc1SC#N,0,0
5006,O=c1[nH]c2ccccc2n1C1CCN(CCOc2ccccc2)CC1,0,0
5007,C(N1CCCNCCNCCCNCC1)c1ccc(CN2CCCNCCNCCCNCC2)cc1,0,0
5008,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0,0
5009,CN1CCC(CNc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1,0,0
5010,O[C@H]1CCCN[C@@H]1CC(=O)Cn1cnc2cc(Br)c(Cl)cc2c1=O,0,0
5011,"CC[C@H]1NC(=O)c2cc(c(Cl)cc2N1)S(N)(=O)=O |&1:2,r|",0,0
5012,Clc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1 |&1:7|,0,0
5013,CCn1c2ccccc2[nH]c1=O,0,0
5014,CC(C)C(=O)c1ccc(O)c(O)c1,0,0
5015,Cc1nn(C)cc1CN1CCC(CC1)c1ccc(cc1)C(=O)Nc1ccccc1N,0,0
5016,C\C(=C/C(=O)Nc1ccccc1C(O)=O)c1ccc2ccccc2c1,0,0
5017,"CCCCCCCCCCCCCCCC(=O)OC[C@H](CO[P@](O)(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC |a:19,&1:22|",0,0
5018,[H][C@@](C)(O)[C@@]([H])(Nc1ccc(C#N)c(Cl)c1C)c1nnc(o1)-c1ccc(cc1)C#N,0,0
5019,Oc1ccccc1C(=O)Oc1ccccc1,0,0
5020,C1CCC2(CC1)CCNCC2,0,0
5021,COc1cc2c3n([C@H](C)c4ccccn4)c(=O)[nH]c3cnc2cc1-c1c(C)noc1C,0,0
5022,Cn1cnc(c1)-c1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)c2s1,0,0
5023,CN1CCC2=C(C1)c1ccccc1Cc1ccccc21 |c:4|,0,0
5024,CN1CCN(CC1)S(=O)(=O)c1cccc(c1)C(=O)N\N=C(/C)c1cc(Cl)ccc1O,0,0
5025,CCC[C@@H](N(NC(=O)c1cccc(OC)c1CC)C(=O)c1cc(C)cc(C)c1)C(C)(C)C,0,0
5026,CC(C)NC[C@@H](O)COc1ccccc1OCC=C |&1:5|,0,0
5027,Cc1cnc(Nc2ccc(F)cc2Cl)nc1-c1c[nH]c(c1)C(=O)N[C@H](CO)c1cccc(Cl)c1,0,0
5028,COc1ccccc1C(=O)Nc1cc2n(C)c(=O)n(C)c2cc1N1CCCC1,0,0
5029,CC[C@H]1N(C2CCCC2)c2nc(Nc3ccc(cc3OC)C(=O)NC3CCN(C)CC3)ncc2N(C)C1=O,0,0
5030,CSc1nc(NC2CCCC2)c(c(NC2CCCC2)n1)[N+]([O-])=O,0,0
5031,"CC(C)(O)[C@H]1[C@H]2OC(=O)[C@@H]1[C@@]1(O)C[C@H]3O[C@]33C(=O)O[C@@H]2[C@@]13C |&1:4,&2:5,&3:9,&4:10,&5:13,&6:15,&7:19,&8:20,r|",0,0
5032,OC[C@H]1CN(C(=O)O1)c1ccc(OCC2(O)CCN(CC2)c2cc3n(cc(C(O)=O)c(=O)c3cc2F)C2CC2)c(F)c1,0,0
5033,"CCc1ccc(nc1)C(=O)COc1ccc(C[C@@H]2SC(=O)NC2=O)cc1 |&1:17,r|",0,0
5034,C[C@H]1CN(CCN1c1ccc(Nc2cc(cn(C)c2=O)-c2ccnc(N3CCn4c5CC(C)(C)Cc5cc4C3=O)c2CO)nc1)C1COC1,0,0
5035,CC(C)NC(=O)COc1cccc(c1)-c1nc(Nc2ccc3n[nH]cc3c2)c2ccccc2n1,0,0
5036,"CC(C)NC[C@@H](O)c1ccc(cc1)[N+]([O-])=O |&1:5,r|",0,0
5037,OC(=O)c1cccc(c1)-c1noc(n1)-c1ccccc1F,0,0
5038,"OC(=O)CCCC[C@@H](CCSCc1ccccc1)SCc1ccccc1 |&1:7,r|",0,0
5039,COc1ccccc1CN[C@H]1CCCN[C@H]1c1ccccc1,0,0
5040,"O[C@@](CCN1CCCCC1)([C@@H]1C[C@@H]2C[C@H]1C=C2)c1ccccc1 |&1:12,14,&2:10,&3:1,c:17|",0,0
5041,OC[C@H]1N[C@H]([C@H](O)[C@@H]1O)c1c[nH]c2c1[nH]cnc2=O,0,0
5042,CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1,0,0
5043,CCC(CC)(CC(=O)Nc1cccc(\C=C\c2nc(cs2)C2CCC2)c1)C(O)=O,0,0
5044,CN(C)CC\C=C1\c2ccccc2COc2ccccc12,0,0
5045,C(CNC[C@H]1COc2ccccc2O1)COc1ccc2OCOc2c1,0,0
5046,OC(=O)CCCCCCCCC=C,0,0
5047,COc1ccc(CCNC[C@@H](O)COc2cccc(C)c2)cc1OC |&1:10|,0,0
5048,CC(C)C[C@@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(O)=O,0,0
5049,Cc1cc(Nc2cc(N)ncn2)c(=O)n2c1C(=O)NC21CCCCC1,0,0
5050,"[H][C@@]12CC3=C(C)C(=O)OC3=C[C@@]1(C)CCCC2=C |c:3,10|",0,0
5051,Nc1ccn([C@H]2CO[C@@H](CO)S2)c(=O)n1,0,0
5052,C[C@@H](OC(=O)Nc1c(C)noc1-c1ccc(cc1)-c1ccc(CC(O)=O)cc1)c1ccccc1,0,0
5053,CN(C)C1CCN(CC1)C(=O)c1ccc(NC(=O)Nc2ccc(cc2)-c2nc(nc(n2)N2CCOCC2)N2CCOCC2)cc1,0,0
5054,CNC(=O)c1cccc(NCC(=O)NCCc2ccc(OC)c(OC)c2)c1,0,0
5055,C[C@@](N)(C(O)=O)c1ccc(cc1)-c1nn[nH]n1 |&1:1|,0,0
5056,Oc1ccc2ccccc2c1\C=N\S(=O)(=O)c1cccs1,0,0
5057,CN1[C@H]2C[C@H](O)C[C@@H]1[C@H]1O[C@@H]21,0,0
5058,OC(=O)c1cc(ccc1Cl)N1N=C(\C(=C\c2ccc(o2)-c2ccccc2)C1=O)C(F)(F)F |c:12|,0,0
5059,CC(C)(C)NC[C@H](O)COc1cccc2C(=O)CCCc12,0,0
5060,ONC(=O)CCc1ccc(CN[C@@H](C2CCCCC2)C(=O)OC2CCCC2)cn1,0,0
5061,CCCCNc1ccc(cc1)C(=O)OCCN(C)C,0,0
5062,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,0,0
5063,COCc1c(CN2CCNC(=O)C2)n2ncnc(N)c2c1-c1cc2cc(C)cc(OC)c2s1,0,0
5064,"CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COP(O)(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC |&1:21,r|",0,0
5065,CC1(CCCCCCC1)N1CCC(CC1)n1c(nc2ccccc12)[C@@H]1CCCNC1,0,0
5066,"C[C@H]1[C@H]2[C@@H](C[C@H]3[C@H]4CC=C5C[C@@H](CC[C@@]5(C)[C@@H]4CC[C@@]23C)O[C@H]2O[C@@H](CO)[C@@H](O[C@H]3O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O[C@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)O[C@]11CC[C@@H](C)CN1 |&1:1,&2:2,&3:3,&4:5,&5:6,&6:11,&7:14,&8:16,&9:19,&10:22,&11:24,&12:27,&13:29,&14:31,&15:33,&16:35,&17:37,&18:39,&19:41,&20:43,&21:45,&22:47,&23:49,&24:51,&25:54,&26:57,r,t:8|",0,0
5067,O=c1c(c[nH]n1-c1cc(ncn1)N1CCOCC1)-n1ccnn1,0,0
5068,"OC[C@H]1O[C@@H](O[C@@H]2OC=C([C@H]3CC=C(CO)[C@@H]23)C(O)=O)[C@H](O)[C@@H](O)[C@@H]1O |c:8,t:12|",0,0
5069,COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3F)ccnc2cc1OCCCN1CCOCC1,0,0
5070,Cc1cc(\C=C\C#N)cc(C)c1Nc1ccnc(Nc2ccc(cc2)C#N)n1,0,0
5071,"O=C1C=CC(=O)C2=C1C1c3ccccc3C2c2ccccc12 |c:2,6|",0,0
5072,CN(C)c1ccc(Cn2cnc3CN([C@@H](Cc23)C(O)=O)C(=O)C(c2ccccc2)c2ccccc2)cc1C,0,0
5073,CN1CCCN(CC1)c1ccc2c(n1)n1c3ccccc3sc1c(C(=O)NCc1cnc(C)cn1)c2=O,0,0
5074,"C[C@@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]34C)[C@@H]1CC[C@]2(O)C(=O)COP(O)(O)=O |a:3,20,&1:1,&2:5,&3:6,&4:15,&5:17,t:9|",0,0
5075,Cc1cc(O)c2c3c1c1c(C)cc(O)c4c1c1c3c3c(c(O)cc(O)c3c2=O)c2c(O)cc(O)c(c12)c4=O,0,0
5076,Cc1[nH]nc2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2ccccc2)c1,0,0
5077,CNCCC=C1c2ccccc2CCc2ccccc12,0,0
5078,"CN1CCC[C@@H](CN2c3ccccc3Sc3ccccc23)C1 |&1:5,r|",0,0
5079,Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(O)=O,0,0
5080,Fc1ccc(cc1)C(=O)CCCN1CCC(=CC1)n1c2ccccc2[nH]c1=O |c:16|,0,0
5081,C1CCN(CC1)C1(CCCCC1)c1cc2ccccc2s1,0,0
5082,OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,0,0
5083,CC#CCn1c(nc2n(C)c(=O)n(Cc3nc(C)c4ccccc4n3)c(=O)c12)N1CCC[C@@H](N)C1,0,0
5084,Cc1nc2ccccc2n1Cc1ccc(Cl)cc1,0,0
5085,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,0,0
5086,Cc1cc(cc2[nH]c(nc12)-c1c(NC[C@@H](O)c2cccc(Cl)c2)cc[nH]c1=O)N1CCOCC1,0,0
5087,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)C[C@@H]1F,0,0
5088,Cc1csc(c1)-c1nnc(Nc2ccc(Oc3ncccc3-c3ccnc(N)n3)cc2)c2ccccc12,0,0
5089,COc1ccc2-c3c(C4CCCCC4)c4ccc(cc4n3C[C@]3(C[C@H]3c2c1)C(=O)N1[C@H]2CC[C@@H]1CN(C)C2)C(=O)NS(=O)(=O)N(C)C |THB:27:29:31.32:34.35.37|,0,0
5090,FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)c2ccccc2-c2ccc(cc2)C(F)(F)F)c2ccccc2-c2ccccc12,0,0
5091,CCCCNNC(=O)c1ccc(Br)cc1,0,0
5092,COc1ccc(CNC(=O)\C=C\c2ccc3[nH]cc(CCN(C)C)c3c2)cc1,0,0
5093,C[C@H](F)[C@H]1COC(=O)N1c1ccnc(N[C@@H](C)c2cc(C)c(cn2)-c2ccnc(c2)C(F)(F)F)n1,0,0
5094,O=c1[nH]oc2CNCCc12,0,0
5095,COCCNc1cc(NC(=O)N2CCCc3cc(CN4CCN(C)CC4=O)c(C=O)nc23)ncc1C#N,0,0
5096,CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C,0,0
5097,Cn1cnc2n(C)c(=O)[nH]c(=O)c12,0,0
5098,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CCC[C@H]1C(=O)N[C@@H]1[C@@H](Cc2ccccc12)OCC#CC#CCO[C@@H]1Cc2ccccc2[C@@H]1NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](C)NC)C1CCCCC1,0,0
5099,"Cc1nc2cccc(N)c2c(=O)n1[C@H]1CCC(=O)NC1=O |&1:13,r|",0,0
5100,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CC(C)C,0,0
5101,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1,0,0
5102,"CN\C(NC#N)=N/c1ccc(cc1)C1=NNC(=O)C[C@@H]1C |r,t:14|",0,0
5103,CO[C@H]1CC[C@H](CC1)C(=O)c1ccc2nc3OCCCc3cc2c1 |r|,0,0
5104,COc1ccc2c(cccc2c1C(F)(F)F)C(=S)N(C)CC(O)=O,0,0
5105,"CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O |c:1,t:19|",0,0
5106,CC(=O)OCC1=C2N3[C@H](SC1)[C@H](NC(=O)CCC[C@H](N)C(=O)O[Zn]OC2=O)C3=O |t:5|,0,0
5107,CN(C)CCCN1c2ccccc2Sc2ccccc12,0,0
5108,COc1cc(SC)ccc1C(=O)N1CCC(Cc2ccccc2)CC1,0,0
5109,Cc1nnc(o1)C(=O)NC(C)(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,0,0
5110,CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)c1ccccc1,0,0
5111,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,0,0
5112,Cn1c(ccc1-c1ccc2NC(=S)OC(C)(C)c2c1)C#N,0,0
5113,"C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)c1ccc(CO[N+]([O-])=O)cc1 |c:13,t:9|",0,0
5114,CCn1cnc(C(=O)NC)c1C(=O)NC,0,0
5115,O=C(Nc1ccccc1)N1CCN(CC1)c1nc(ns1)-c1ccccc1,0,0
5116,Brc1cncc(c1)C(=O)N1CCC(CC1)N1CCCC1,0,0
5117,Cc1cc(Nc2ncnc3ccc(cc23)-c2ccc(CNCCS(C)(=O)=O)o2)ccc1Oc1ccn2ncnc2c1,0,0
5118,CC(=O)O[C@H]1CC[C@@H]2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(OC(C)=O)C#C)[C@@H]3CCC2=C1 |c:29|,0,0
5119,COc1cc(ccc1O)C(=S)N1CCOCC1,0,0
5120,CN1C(N)=N[C@@](C)(CS1(=O)=O)c1cc(NC(=O)c2ccc(F)cn2)ccc1F |c:3|,0,0
5121,CC[C@H](Nc1ncnc2nc[nH]c12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,0,0
5122,[H][C@@]1(Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O,0,0
5123,COc1ccc(cc1C12CC3CC(CC(C3)C1)C2)-c1ccc2cc(ccc2c1)C(O)=O,0,0
5124,COc1ccc(CNC(=O)c2cc(cnc2-c2ccccn2)-c2cncc(Cl)c2)nc1OC,0,0
5125,COC(=O)[C@@H](N1CCc2sccc2C1)c1ccccc1Cl,0,0
5126,Oc1cc(Cl)c(I)cc1NCC(=O)N1CCN(CC1)C(=O)C=C,0,0
5127,CCCc1nc(c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1)C(C)(C)O,0,0
5128,O=C(N[C@H]1CN2CCC1CC2)c1cc2ccoc2cn1,0,0
5129,COc1cccc(c1)C(=O)COc1ccc(Cc2sc(O)nc2O)cc1,0,0
5130,O=c1cc(oc(c1)-c1cccc2Sc3ccccc3Sc12)N1CCOCC1,0,0
5131,OP(O)(F)=O,0,0
5132,COc1cccc(CN([C@H]2C[C@H](N(Cc3ccc4OCOc4c3)C2)C(=O)N2CCNCC2)C(=O)CC(C)(C)C)c1,0,0
5133,Cc1nnc2CN=C(c3cc(CCC(=O)N4CCOCC4)sc3-n12)c1ccccc1Cl |c:6|,0,0
5134,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccc(Cl)cc1,0,0
5135,Fc1cccc(\C=N\N=C\c2cccc(F)c2)c1,0,0
5136,NCc1c[nH]c(=S)n1[C@H]1CCc2c(F)cc(F)cc2C1,0,0
5137,NC(=N)Nc1nc(CSCC\C(N)=N/S(N)(=O)=O)cs1,0,0
5138,Cc1nnc(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)Cn2cnnn2)C3=O)C(O)=O)s1 |t:7|,0,0
5139,Cc1cc(Oc2ccc3nc(COc4ccc(C[C@H]5SC(=O)NC5=O)cc4)n(C)c3c2)cc(C)c1N |r|,0,0
5140,COc1ccc(CN2C(=O)C(=O)c3cc(OC(F)(F)F)ccc23)cc1,0,0
5141,NC(=O)N[C@@H](CCC(O)=O)C(O)=O,0,0
